food_id,canonical_name_tr,canonical_name_en,food_slug,portion_id,size_class,grams,household_measure,image_path,image_prompt,consistency_note,nutrition_source,nutrition_source_id,image_source,image_license,attribution,generation_model,generation_seed,generation_date,visual_status,reviewer_notes,source_name,source_record_id,source_url,source_release,source_page_or_table,nutrition_source_url,retrieved_at,reviewed_by,reviewed_at,verification_status,transformation_notes
,"Kiraz, beyaz, Starks Gold çeşidi",,"kiraz-beyaz-starks-gold-cesidi",,"large","300.0",,"food-portions/kiraz-beyaz-starks-gold-cesidi/kiraz-beyaz-starks-gold-cesidi--large--300g.webp","Photorealistic overhead food reference photograph of Kiraz, beyaz, Starks Gold çeşidi, representing the LARGE controlled portion of 300 grams. Served on the exact same matte white plate used across the three portion variants. Fixed 85-degree overhead camera, fixed camera distance, neutral light stone tabletop, soft diffused daylight, natural appetizing food color, realistic household serving, entire plate visible, centered composition, no utensils, no hands, no napkin, no packaging, no logo, no text, no watermark, no decorative garnish unless part of the canonical recipe, no dramatic restaurant styling, no hard shadows. Only the amount of food should differ between portion variants. Square 1:1 composition, sRGB, production-quality mobile nutrition tracking reference image.","All three variants of Kiraz, beyaz, Starks Gold çeşidi are the same scene, re-shot with a different amount of food. Identical across small/regular/large: the matte white plate and its diameter, the 85-degree overhead camera angle, the camera distance, the neutral light stone tabletop, the soft diffused daylight, the white balance, and the framing. The plate diameter is identical in all three renders; only the area, height and realistic volume of the food change. The food keeps the same color, cut and cooking state. Nothing is added or removed between variants — no sauce, oil, herb or side item appears in one variant and not another. Portion weights are 75 g / 150 g / 300 g and must read as visibly increasing at a 120-160 px thumbnail size. No weight, number or label may appear in the image itself.","TürKomp — Ulusal Gıda Kompozisyon Veri Tabanı","09.01.0027",,,,,,,"missing","","TÜBER 2022 Ek 2.3.1 — Besinlerin standart porsiyonlarının enerji ve besin ögesi içerikleri","Kiraz","https://hsgm.saglik.gov.tr/depo/birimler/saglikli-beslenme-ve-hareketli-hayat-db/Dokumanlar/Rehberler/Turkiye_Beslenme_Rehber_TUBER_2022_min.pdf","TÜBER 2022 (baskı tarihi 2023-08-08)","Ek 2.3.1 (s.283-284)","https://turkomp.tarimorman.gov.tr/food-kiraz-beyaz-starks-gold-cesidi-339","2026-08-18T20:30:00Z",,,"needs_review","regular = the published TÜBER Ek 2.3.1 standard portion for ""Kiraz"" (150 g). | small = APP-DERIVED as 0.5x the published unit weight (portion policy portion-policy-v2, category fruit_whole). Discrete foods are counted in units, not scaled by a factor. This is a product reference size, NOT published by TÜBER. | large = APP-DERIVED as 2.0x the published unit weight (portion policy portion-policy-v2, category fruit_whole). Discrete foods are counted in units, not scaled by a factor. This is a product reference size, NOT published by TÜBER. | Composition is the published TürKomp per-100 g record 09.01.0027; no scaling applied."
,"Kiraz, kırmızı, Ziraat 0900 Napolyon çeşidi",,"kiraz-kirmizi-ziraat-0900-napolyon-cesidi",,"small","75.0",,"food-portions/kiraz-kirmizi-ziraat-0900-napolyon-cesidi/kiraz-kirmizi-ziraat-0900-napolyon-cesidi--small--75g.webp","Photorealistic overhead food reference photograph of Kiraz, kırmızı, Ziraat 0900 Napolyon çeşidi, representing the SMALL controlled portion of 75 grams. Served on the exact same matte white plate used across the three portion variants. Fixed 85-degree overhead camera, fixed camera distance, neutral light stone tabletop, soft diffused daylight, natural appetizing food color, realistic household serving, entire plate visible, centered composition, no utensils, no hands, no napkin, no packaging, no logo, no text, no watermark, no decorative garnish unless part of the canonical recipe, no dramatic restaurant styling, no hard shadows. Only the amount of food should differ between portion variants. Square 1:1 composition, sRGB, production-quality mobile nutrition tracking reference image.","All three variants of Kiraz, kırmızı, Ziraat 0900 Napolyon çeşidi are the same scene, re-shot with a different amount of food. Identical across small/regular/large: the matte white plate and its diameter, the 85-degree overhead camera angle, the camera distance, the neutral light stone tabletop, the soft diffused daylight, the white balance, and the framing. The plate diameter is identical in all three renders; only the area, height and realistic volume of the food change. The food keeps the same color, cut and cooking state. Nothing is added or removed between variants — no sauce, oil, herb or side item appears in one variant and not another. Portion weights are 75 g / 150 g / 300 g and must read as visibly increasing at a 120-160 px thumbnail size. No weight, number or label may appear in the image itself.","TürKomp — Ulusal Gıda Kompozisyon Veri Tabanı","09.01.0028",,,,,,,"missing","","TÜBER 2022 Ek 2.3.1 — Besinlerin standart porsiyonlarının enerji ve besin ögesi içerikleri","Kiraz","https://hsgm.saglik.gov.tr/depo/birimler/saglikli-beslenme-ve-hareketli-hayat-db/Dokumanlar/Rehberler/Turkiye_Beslenme_Rehber_TUBER_2022_min.pdf","TÜBER 2022 (baskı tarihi 2023-08-08)","Ek 2.3.1 (s.283-284)","https://turkomp.tarimorman.gov.tr/food-kiraz-kirmizi-ziraat-0900-napolyon-cesidi-338","2026-08-18T20:30:00Z",,,"needs_review","regular = the published TÜBER Ek 2.3.1 standard portion for ""Kiraz"" (150 g). | small = APP-DERIVED as 0.5x the published unit weight (portion policy portion-policy-v2, category fruit_whole). Discrete foods are counted in units, not scaled by a factor. This is a product reference size, NOT published by TÜBER. | large = APP-DERIVED as 2.0x the published unit weight (portion policy portion-policy-v2, category fruit_whole). Discrete foods are counted in units, not scaled by a factor. This is a product reference size, NOT published by TÜBER. | Composition is the published TürKomp per-100 g record 09.01.0028; no scaling applied."
,"Kiraz, kırmızı, Ziraat 0900 Napolyon çeşidi",,"kiraz-kirmizi-ziraat-0900-napolyon-cesidi",,"regular","150.0",,"food-portions/kiraz-kirmizi-ziraat-0900-napolyon-cesidi/kiraz-kirmizi-ziraat-0900-napolyon-cesidi--regular--150g.webp","Photorealistic overhead food reference photograph of Kiraz, kırmızı, Ziraat 0900 Napolyon çeşidi, representing the REGULAR controlled portion of 150 grams. Served on the exact same matte white plate used across the three portion variants. Fixed 85-degree overhead camera, fixed camera distance, neutral light stone tabletop, soft diffused daylight, natural appetizing food color, realistic household serving, entire plate visible, centered composition, no utensils, no hands, no napkin, no packaging, no logo, no text, no watermark, no decorative garnish unless part of the canonical recipe, no dramatic restaurant styling, no hard shadows. Only the amount of food should differ between portion variants. Square 1:1 composition, sRGB, production-quality mobile nutrition tracking reference image.","All three variants of Kiraz, kırmızı, Ziraat 0900 Napolyon çeşidi are the same scene, re-shot with a different amount of food. Identical across small/regular/large: the matte white plate and its diameter, the 85-degree overhead camera angle, the camera distance, the neutral light stone tabletop, the soft diffused daylight, the white balance, and the framing. The plate diameter is identical in all three renders; only the area, height and realistic volume of the food change. The food keeps the same color, cut and cooking state. Nothing is added or removed between variants — no sauce, oil, herb or side item appears in one variant and not another. Portion weights are 75 g / 150 g / 300 g and must read as visibly increasing at a 120-160 px thumbnail size. No weight, number or label may appear in the image itself.","TürKomp — Ulusal Gıda Kompozisyon Veri Tabanı","09.01.0028",,,,,,,"missing","","TÜBER 2022 Ek 2.3.1 — Besinlerin standart porsiyonlarının enerji ve besin ögesi içerikleri","Kiraz","https://hsgm.saglik.gov.tr/depo/birimler/saglikli-beslenme-ve-hareketli-hayat-db/Dokumanlar/Rehberler/Turkiye_Beslenme_Rehber_TUBER_2022_min.pdf","TÜBER 2022 (baskı tarihi 2023-08-08)","Ek 2.3.1 (s.283-284)","https://turkomp.tarimorman.gov.tr/food-kiraz-kirmizi-ziraat-0900-napolyon-cesidi-338","2026-08-18T20:30:00Z",,,"needs_review","regular = the published TÜBER Ek 2.3.1 standard portion for ""Kiraz"" (150 g). | small = APP-DERIVED as 0.5x the published unit weight (portion policy portion-policy-v2, category fruit_whole). Discrete foods are counted in units, not scaled by a factor. This is a product reference size, NOT published by TÜBER. | large = APP-DERIVED as 2.0x the published unit weight (portion policy portion-policy-v2, category fruit_whole). Discrete foods are counted in units, not scaled by a factor. This is a product reference size, NOT published by TÜBER. | Composition is the published TürKomp per-100 g record 09.01.0028; no scaling applied."
,"Kiraz, kırmızı, Ziraat 0900 Napolyon çeşidi",,"kiraz-kirmizi-ziraat-0900-napolyon-cesidi",,"large","300.0",,"food-portions/kiraz-kirmizi-ziraat-0900-napolyon-cesidi/kiraz-kirmizi-ziraat-0900-napolyon-cesidi--large--300g.webp","Photorealistic overhead food reference photograph of Kiraz, kırmızı, Ziraat 0900 Napolyon çeşidi, representing the LARGE controlled portion of 300 grams. Served on the exact same matte white plate used across the three portion variants. Fixed 85-degree overhead camera, fixed camera distance, neutral light stone tabletop, soft diffused daylight, natural appetizing food color, realistic household serving, entire plate visible, centered composition, no utensils, no hands, no napkin, no packaging, no logo, no text, no watermark, no decorative garnish unless part of the canonical recipe, no dramatic restaurant styling, no hard shadows. Only the amount of food should differ between portion variants. Square 1:1 composition, sRGB, production-quality mobile nutrition tracking reference image.","All three variants of Kiraz, kırmızı, Ziraat 0900 Napolyon çeşidi are the same scene, re-shot with a different amount of food. Identical across small/regular/large: the matte white plate and its diameter, the 85-degree overhead camera angle, the camera distance, the neutral light stone tabletop, the soft diffused daylight, the white balance, and the framing. The plate diameter is identical in all three renders; only the area, height and realistic volume of the food change. The food keeps the same color, cut and cooking state. Nothing is added or removed between variants — no sauce, oil, herb or side item appears in one variant and not another. Portion weights are 75 g / 150 g / 300 g and must read as visibly increasing at a 120-160 px thumbnail size. No weight, number or label may appear in the image itself.","TürKomp — Ulusal Gıda Kompozisyon Veri Tabanı","09.01.0028",,,,,,,"missing","","TÜBER 2022 Ek 2.3.1 — Besinlerin standart porsiyonlarının enerji ve besin ögesi içerikleri","Kiraz","https://hsgm.saglik.gov.tr/depo/birimler/saglikli-beslenme-ve-hareketli-hayat-db/Dokumanlar/Rehberler/Turkiye_Beslenme_Rehber_TUBER_2022_min.pdf","TÜBER 2022 (baskı tarihi 2023-08-08)","Ek 2.3.1 (s.283-284)","https://turkomp.tarimorman.gov.tr/food-kiraz-kirmizi-ziraat-0900-napolyon-cesidi-338","2026-08-18T20:30:00Z",,,"needs_review","regular = the published TÜBER Ek 2.3.1 standard portion for ""Kiraz"" (150 g). | small = APP-DERIVED as 0.5x the published unit weight (portion policy portion-policy-v2, category fruit_whole). Discrete foods are counted in units, not scaled by a factor. This is a product reference size, NOT published by TÜBER. | large = APP-DERIVED as 2.0x the published unit weight (portion policy portion-policy-v2, category fruit_whole). Discrete foods are counted in units, not scaled by a factor. This is a product reference size, NOT published by TÜBER. | Composition is the published TürKomp per-100 g record 09.01.0028; no scaling applied."
,"Trabzon hurması, meyve et rengi sarı, kararlı",,"trabzon-hurmasi-meyve-et-rengi-sari-kararli",,"small","40.0",,"food-portions/trabzon-hurmasi-meyve-et-rengi-sari-kararli/trabzon-hurmasi-meyve-et-rengi-sari-kararli--small--40g.webp","Photorealistic overhead food reference photograph of Trabzon hurması, meyve et rengi sarı, kararlı, representing the SMALL controlled portion of 40 grams. Served on the exact same matte white plate used across the three portion variants. Fixed 85-degree overhead camera, fixed camera distance, neutral light stone tabletop, soft diffused daylight, natural appetizing food color, realistic household serving, entire plate visible, centered composition, no utensils, no hands, no napkin, no packaging, no logo, no text, no watermark, no decorative garnish unless part of the canonical recipe, no dramatic restaurant styling, no hard shadows. Only the amount of food should differ between portion variants. Square 1:1 composition, sRGB, production-quality mobile nutrition tracking reference image.","All three variants of Trabzon hurması, meyve et rengi sarı, kararlı are the same scene, re-shot with a different amount of food. Identical across small/regular/large: the matte white plate and its diameter, the 85-degree overhead camera angle, the camera distance, the neutral light stone tabletop, the soft diffused daylight, the white balance, and the framing. The plate diameter is identical in all three renders; only the area, height and realistic volume of the food change. The food keeps the same color, cut and cooking state. Nothing is added or removed between variants — no sauce, oil, herb or side item appears in one variant and not another. Portion weights are 40 g / 80 g / 160 g and must read as visibly increasing at a 120-160 px thumbnail size. No weight, number or label may appear in the image itself.","TürKomp — Ulusal Gıda Kompozisyon Veri Tabanı","09.01.0046",,,,,,,"missing","","TÜBER 2022 Ek 2.3.1 — Besinlerin standart porsiyonlarının enerji ve besin ögesi içerikleri","Trabzon hurması","https://hsgm.saglik.gov.tr/depo/birimler/saglikli-beslenme-ve-hareketli-hayat-db/Dokumanlar/Rehberler/Turkiye_Beslenme_Rehber_TUBER_2022_min.pdf","TÜBER 2022 (baskı tarihi 2023-08-08)","Ek 2.3.1 (s.283-284)","https://turkomp.tarimorman.gov.tr/food-trabzon-hurmasi-meyve-et-rengi-sari-kararli-319","2026-08-18T20:30:00Z",,,"needs_review","regular = the published TÜBER Ek 2.3.1 standard portion for ""Trabzon hurması"" (80 g). | small = APP-DERIVED as 0.5x the published unit weight (portion policy portion-policy-v2, category fruit_whole). Discrete foods are counted in units, not scaled by a factor. This is a product reference size, NOT published by TÜBER. | large = APP-DERIVED as 2.0x the published unit weight (portion policy portion-policy-v2, category fruit_whole). Discrete foods are counted in units, not scaled by a factor. This is a product reference size, NOT published by TÜBER. | Composition is the published TürKomp per-100 g record 09.01.0046; no scaling applied."
,"Trabzon hurması, meyve et rengi sarı, kararlı",,"trabzon-hurmasi-meyve-et-rengi-sari-kararli",,"regular","80.0",,"food-portions/trabzon-hurmasi-meyve-et-rengi-sari-kararli/trabzon-hurmasi-meyve-et-rengi-sari-kararli--regular--80g.webp","Photorealistic overhead food reference photograph of Trabzon hurması, meyve et rengi sarı, kararlı, representing the REGULAR controlled portion of 80 grams. Served on the exact same matte white plate used across the three portion variants. Fixed 85-degree overhead camera, fixed camera distance, neutral light stone tabletop, soft diffused daylight, natural appetizing food color, realistic household serving, entire plate visible, centered composition, no utensils, no hands, no napkin, no packaging, no logo, no text, no watermark, no decorative garnish unless part of the canonical recipe, no dramatic restaurant styling, no hard shadows. Only the amount of food should differ between portion variants. Square 1:1 composition, sRGB, production-quality mobile nutrition tracking reference image.","All three variants of Trabzon hurması, meyve et rengi sarı, kararlı are the same scene, re-shot with a different amount of food. Identical across small/regular/large: the matte white plate and its diameter, the 85-degree overhead camera angle, the camera distance, the neutral light stone tabletop, the soft diffused daylight, the white balance, and the framing. The plate diameter is identical in all three renders; only the area, height and realistic volume of the food change. The food keeps the same color, cut and cooking state. Nothing is added or removed between variants — no sauce, oil, herb or side item appears in one variant and not another. Portion weights are 40 g / 80 g / 160 g and must read as visibly increasing at a 120-160 px thumbnail size. No weight, number or label may appear in the image itself.","TürKomp — Ulusal Gıda Kompozisyon Veri Tabanı","09.01.0046",,,,,,,"missing","","TÜBER 2022 Ek 2.3.1 — Besinlerin standart porsiyonlarının enerji ve besin ögesi içerikleri","Trabzon hurması","https://hsgm.saglik.gov.tr/depo/birimler/saglikli-beslenme-ve-hareketli-hayat-db/Dokumanlar/Rehberler/Turkiye_Beslenme_Rehber_TUBER_2022_min.pdf","TÜBER 2022 (baskı tarihi 2023-08-08)","Ek 2.3.1 (s.283-284)","https://turkomp.tarimorman.gov.tr/food-trabzon-hurmasi-meyve-et-rengi-sari-kararli-319","2026-08-18T20:30:00Z",,,"needs_review","regular = the published TÜBER Ek 2.3.1 standard portion for ""Trabzon hurması"" (80 g). | small = APP-DERIVED as 0.5x the published unit weight (portion policy portion-policy-v2, category fruit_whole). Discrete foods are counted in units, not scaled by a factor. This is a product reference size, NOT published by TÜBER. | large = APP-DERIVED as 2.0x the published unit weight (portion policy portion-policy-v2, category fruit_whole). Discrete foods are counted in units, not scaled by a factor. This is a product reference size, NOT published by TÜBER. | Composition is the published TürKomp per-100 g record 09.01.0046; no scaling applied."
,"Trabzon hurması, meyve et rengi sarı, kararlı",,"trabzon-hurmasi-meyve-et-rengi-sari-kararli",,"large","160.0",,"food-portions/trabzon-hurmasi-meyve-et-rengi-sari-kararli/trabzon-hurmasi-meyve-et-rengi-sari-kararli--large--160g.webp","Photorealistic overhead food reference photograph of Trabzon hurması, meyve et rengi sarı, kararlı, representing the LARGE controlled portion of 160 grams. Served on the exact same matte white plate used across the three portion variants. Fixed 85-degree overhead camera, fixed camera distance, neutral light stone tabletop, soft diffused daylight, natural appetizing food color, realistic household serving, entire plate visible, centered composition, no utensils, no hands, no napkin, no packaging, no logo, no text, no watermark, no decorative garnish unless part of the canonical recipe, no dramatic restaurant styling, no hard shadows. Only the amount of food should differ between portion variants. Square 1:1 composition, sRGB, production-quality mobile nutrition tracking reference image.","All three variants of Trabzon hurması, meyve et rengi sarı, kararlı are the same scene, re-shot with a different amount of food. Identical across small/regular/large: the matte white plate and its diameter, the 85-degree overhead camera angle, the camera distance, the neutral light stone tabletop, the soft diffused daylight, the white balance, and the framing. The plate diameter is identical in all three renders; only the area, height and realistic volume of the food change. The food keeps the same color, cut and cooking state. Nothing is added or removed between variants — no sauce, oil, herb or side item appears in one variant and not another. Portion weights are 40 g / 80 g / 160 g and must read as visibly increasing at a 120-160 px thumbnail size. No weight, number or label may appear in the image itself.","TürKomp — Ulusal Gıda Kompozisyon Veri Tabanı","09.01.0046",,,,,,,"missing","","TÜBER 2022 Ek 2.3.1 — Besinlerin standart porsiyonlarının enerji ve besin ögesi içerikleri","Trabzon hurması","https://hsgm.saglik.gov.tr/depo/birimler/saglikli-beslenme-ve-hareketli-hayat-db/Dokumanlar/Rehberler/Turkiye_Beslenme_Rehber_TUBER_2022_min.pdf","TÜBER 2022 (baskı tarihi 2023-08-08)","Ek 2.3.1 (s.283-284)","https://turkomp.tarimorman.gov.tr/food-trabzon-hurmasi-meyve-et-rengi-sari-kararli-319","2026-08-18T20:30:00Z",,,"needs_review","regular = the published TÜBER Ek 2.3.1 standard portion for ""Trabzon hurması"" (80 g). | small = APP-DERIVED as 0.5x the published unit weight (portion policy portion-policy-v2, category fruit_whole). Discrete foods are counted in units, not scaled by a factor. This is a product reference size, NOT published by TÜBER. | large = APP-DERIVED as 2.0x the published unit weight (portion policy portion-policy-v2, category fruit_whole). Discrete foods are counted in units, not scaled by a factor. This is a product reference size, NOT published by TÜBER. | Composition is the published TürKomp per-100 g record 09.01.0046; no scaling applied."
,"Trabzon hurması, meyve et rengi kahverengi, kararsız",,"trabzon-hurmasi-meyve-et-rengi-kahverengi-kararsiz",,"small","40.0",,"food-portions/trabzon-hurmasi-meyve-et-rengi-kahverengi-kararsiz/trabzon-hurmasi-meyve-et-rengi-kahverengi-kararsiz--small--40g.webp","Photorealistic overhead food reference photograph of Trabzon hurması, meyve et rengi kahverengi, kararsız, representing the SMALL controlled portion of 40 grams. Served on the exact same matte white plate used across the three portion variants. Fixed 85-degree overhead camera, fixed camera distance, neutral light stone tabletop, soft diffused daylight, natural appetizing food color, realistic household serving, entire plate visible, centered composition, no utensils, no hands, no napkin, no packaging, no logo, no text, no watermark, no decorative garnish unless part of the canonical recipe, no dramatic restaurant styling, no hard shadows. Only the amount of food should differ between portion variants. Square 1:1 composition, sRGB, production-quality mobile nutrition tracking reference image.","All three variants of Trabzon hurması, meyve et rengi kahverengi, kararsız are the same scene, re-shot with a different amount of food. Identical across small/regular/large: the matte white plate and its diameter, the 85-degree overhead camera angle, the camera distance, the neutral light stone tabletop, the soft diffused daylight, the white balance, and the framing. The plate diameter is identical in all three renders; only the area, height and realistic volume of the food change. The food keeps the same color, cut and cooking state. Nothing is added or removed between variants — no sauce, oil, herb or side item appears in one variant and not another. Portion weights are 40 g / 80 g / 160 g and must read as visibly increasing at a 120-160 px thumbnail size. No weight, number or label may appear in the image itself.","TürKomp — Ulusal Gıda Kompozisyon Veri Tabanı","09.01.0047",,,,,,,"missing","","TÜBER 2022 Ek 2.3.1 — Besinlerin standart porsiyonlarının enerji ve besin ögesi içerikleri","Trabzon hurması","https://hsgm.saglik.gov.tr/depo/birimler/saglikli-beslenme-ve-hareketli-hayat-db/Dokumanlar/Rehberler/Turkiye_Beslenme_Rehber_TUBER_2022_min.pdf","TÜBER 2022 (baskı tarihi 2023-08-08)","Ek 2.3.1 (s.283-284)","https://turkomp.tarimorman.gov.tr/food-trabzon-hurmasi-meyve-et-rengi-kahverengi-kararsiz-318","2026-08-18T20:30:00Z",,,"needs_review","regular = the published TÜBER Ek 2.3.1 standard portion for ""Trabzon hurması"" (80 g). | small = APP-DERIVED as 0.5x the published unit weight (portion policy portion-policy-v2, category fruit_whole). Discrete foods are counted in units, not scaled by a factor. This is a product reference size, NOT published by TÜBER. | large = APP-DERIVED as 2.0x the published unit weight (portion policy portion-policy-v2, category fruit_whole). Discrete foods are counted in units, not scaled by a factor. This is a product reference size, NOT published by TÜBER. | Composition is the published TürKomp per-100 g record 09.01.0047; no scaling applied."
,"Trabzon hurması, meyve et rengi kahverengi, kararsız",,"trabzon-hurmasi-meyve-et-rengi-kahverengi-kararsiz",,"regular","80.0",,"food-portions/trabzon-hurmasi-meyve-et-rengi-kahverengi-kararsiz/trabzon-hurmasi-meyve-et-rengi-kahverengi-kararsiz--regular--80g.webp","Photorealistic overhead food reference photograph of Trabzon hurması, meyve et rengi kahverengi, kararsız, representing the REGULAR controlled portion of 80 grams. Served on the exact same matte white plate used across the three portion variants. Fixed 85-degree overhead camera, fixed camera distance, neutral light stone tabletop, soft diffused daylight, natural appetizing food color, realistic household serving, entire plate visible, centered composition, no utensils, no hands, no napkin, no packaging, no logo, no text, no watermark, no decorative garnish unless part of the canonical recipe, no dramatic restaurant styling, no hard shadows. Only the amount of food should differ between portion variants. Square 1:1 composition, sRGB, production-quality mobile nutrition tracking reference image.","All three variants of Trabzon hurması, meyve et rengi kahverengi, kararsız are the same scene, re-shot with a different amount of food. Identical across small/regular/large: the matte white plate and its diameter, the 85-degree overhead camera angle, the camera distance, the neutral light stone tabletop, the soft diffused daylight, the white balance, and the framing. The plate diameter is identical in all three renders; only the area, height and realistic volume of the food change. The food keeps the same color, cut and cooking state. Nothing is added or removed between variants — no sauce, oil, herb or side item appears in one variant and not another. Portion weights are 40 g / 80 g / 160 g and must read as visibly increasing at a 120-160 px thumbnail size. No weight, number or label may appear in the image itself.","TürKomp — Ulusal Gıda Kompozisyon Veri Tabanı","09.01.0047",,,,,,,"missing","","TÜBER 2022 Ek 2.3.1 — Besinlerin standart porsiyonlarının enerji ve besin ögesi içerikleri","Trabzon hurması","https://hsgm.saglik.gov.tr/depo/birimler/saglikli-beslenme-ve-hareketli-hayat-db/Dokumanlar/Rehberler/Turkiye_Beslenme_Rehber_TUBER_2022_min.pdf","TÜBER 2022 (baskı tarihi 2023-08-08)","Ek 2.3.1 (s.283-284)","https://turkomp.tarimorman.gov.tr/food-trabzon-hurmasi-meyve-et-rengi-kahverengi-kararsiz-318","2026-08-18T20:30:00Z",,,"needs_review","regular = the published TÜBER Ek 2.3.1 standard portion for ""Trabzon hurması"" (80 g). | small = APP-DERIVED as 0.5x the published unit weight (portion policy portion-policy-v2, category fruit_whole). Discrete foods are counted in units, not scaled by a factor. This is a product reference size, NOT published by TÜBER. | large = APP-DERIVED as 2.0x the published unit weight (portion policy portion-policy-v2, category fruit_whole). Discrete foods are counted in units, not scaled by a factor. This is a product reference size, NOT published by TÜBER. | Composition is the published TürKomp per-100 g record 09.01.0047; no scaling applied."
,"Trabzon hurması, meyve et rengi kahverengi, kararsız",,"trabzon-hurmasi-meyve-et-rengi-kahverengi-kararsiz",,"large","160.0",,"food-portions/trabzon-hurmasi-meyve-et-rengi-kahverengi-kararsiz/trabzon-hurmasi-meyve-et-rengi-kahverengi-kararsiz--large--160g.webp","Photorealistic overhead food reference photograph of Trabzon hurması, meyve et rengi kahverengi, kararsız, representing the LARGE controlled portion of 160 grams. Served on the exact same matte white plate used across the three portion variants. Fixed 85-degree overhead camera, fixed camera distance, neutral light stone tabletop, soft diffused daylight, natural appetizing food color, realistic household serving, entire plate visible, centered composition, no utensils, no hands, no napkin, no packaging, no logo, no text, no watermark, no decorative garnish unless part of the canonical recipe, no dramatic restaurant styling, no hard shadows. Only the amount of food should differ between portion variants. Square 1:1 composition, sRGB, production-quality mobile nutrition tracking reference image.","All three variants of Trabzon hurması, meyve et rengi kahverengi, kararsız are the same scene, re-shot with a different amount of food. Identical across small/regular/large: the matte white plate and its diameter, the 85-degree overhead camera angle, the camera distance, the neutral light stone tabletop, the soft diffused daylight, the white balance, and the framing. The plate diameter is identical in all three renders; only the area, height and realistic volume of the food change. The food keeps the same color, cut and cooking state. Nothing is added or removed between variants — no sauce, oil, herb or side item appears in one variant and not another. Portion weights are 40 g / 80 g / 160 g and must read as visibly increasing at a 120-160 px thumbnail size. No weight, number or label may appear in the image itself.","TürKomp — Ulusal Gıda Kompozisyon Veri Tabanı","09.01.0047",,,,,,,"missing","","TÜBER 2022 Ek 2.3.1 — Besinlerin standart porsiyonlarının enerji ve besin ögesi içerikleri","Trabzon hurması","https://hsgm.saglik.gov.tr/depo/birimler/saglikli-beslenme-ve-hareketli-hayat-db/Dokumanlar/Rehberler/Turkiye_Beslenme_Rehber_TUBER_2022_min.pdf","TÜBER 2022 (baskı tarihi 2023-08-08)","Ek 2.3.1 (s.283-284)","https://turkomp.tarimorman.gov.tr/food-trabzon-hurmasi-meyve-et-rengi-kahverengi-kararsiz-318","2026-08-18T20:30:00Z",,,"needs_review","regular = the published TÜBER Ek 2.3.1 standard portion for ""Trabzon hurması"" (80 g). | small = APP-DERIVED as 0.5x the published unit weight (portion policy portion-policy-v2, category fruit_whole). Discrete foods are counted in units, not scaled by a factor. This is a product reference size, NOT published by TÜBER. | large = APP-DERIVED as 2.0x the published unit weight (portion policy portion-policy-v2, category fruit_whole). Discrete foods are counted in units, not scaled by a factor. This is a product reference size, NOT published by TÜBER. | Composition is the published TürKomp per-100 g record 09.01.0047; no scaling applied."
,"Üzüm, beyaz, erkenci, Yalova İncisi",,"uzum-beyaz-erkenci-yalova-incisi",,"small","75.0",,"food-portions/uzum-beyaz-erkenci-yalova-incisi/uzum-beyaz-erkenci-yalova-incisi--small--75g.webp","Photorealistic overhead food reference photograph of Üzüm, beyaz, erkenci, Yalova İncisi, representing the SMALL controlled portion of 75 grams. Served on the exact same matte white plate used across the three portion variants. Fixed 85-degree overhead camera, fixed camera distance, neutral light stone tabletop, soft diffused daylight, natural appetizing food color, realistic household serving, entire plate visible, centered composition, no utensils, no hands, no napkin, no packaging, no logo, no text, no watermark, no decorative garnish unless part of the canonical recipe, no dramatic restaurant styling, no hard shadows. Only the amount of food should differ between portion variants. Square 1:1 composition, sRGB, production-quality mobile nutrition tracking reference image.","All three variants of Üzüm, beyaz, erkenci, Yalova İncisi are the same scene, re-shot with a different amount of food. Identical across small/regular/large: the matte white plate and its diameter, the 85-degree overhead camera angle, the camera distance, the neutral light stone tabletop, the soft diffused daylight, the white balance, and the framing. The plate diameter is identical in all three renders; only the area, height and realistic volume of the food change. The food keeps the same color, cut and cooking state. Nothing is added or removed between variants — no sauce, oil, herb or side item appears in one variant and not another. Portion weights are 75 g / 150 g / 300 g and must read as visibly increasing at a 120-160 px thumbnail size. No weight, number or label may appear in the image itself.","TürKomp — Ulusal Gıda Kompozisyon Veri Tabanı","09.01.0048",,,,,,,"missing","","TÜBER 2022 Ek 2.3.1 — Besinlerin standart porsiyonlarının enerji ve besin ögesi içerikleri","Üzüm","https://hsgm.saglik.gov.tr/depo/birimler/saglikli-beslenme-ve-hareketli-hayat-db/Dokumanlar/Rehberler/Turkiye_Beslenme_Rehber_TUBER_2022_min.pdf","TÜBER 2022 (baskı tarihi 2023-08-08)","Ek 2.3.1 (s.283-284)","https://turkomp.tarimorman.gov.tr/food-uzum-beyaz-erkenci-yalova-incisi-322","2026-08-18T20:30:00Z",,,"needs_review","regular = the published TÜBER Ek 2.3.1 standard portion for ""Üzüm"" (150 g). | small = APP-DERIVED as 0.5x the published unit weight (portion policy portion-policy-v2, category fruit_whole). Discrete foods are counted in units, not scaled by a factor. This is a product reference size, NOT published by TÜBER. | large = APP-DERIVED as 2.0x the published unit weight (portion policy portion-policy-v2, category fruit_whole). Discrete foods are counted in units, not scaled by a factor. This is a product reference size, NOT published by TÜBER. | Composition is the published TürKomp per-100 g record 09.01.0048; no scaling applied."
